country_id,country_name,year,gva_real_ppp,employment,employees,wage_pe_fte_real_ppp,prod_real_ppp_per_employee,prod_real_ppp_per_employed,employee_share_of_employment,ln_prod_real_ppp_per_employee,ln_prod_real_ppp_per_employed,ln_wage_real_ppp,g_prod_employee,g_prod_employed,g_wage_real_ppp,prod_employee_index,wage_real_ppp_index,prod_employed_index,gap_worker_employee,gap_worker_employed
CAN,Canada,1970,,8520.016547,7537.074214,,,,0.8846314056342878,,,,,,,,,,,
CAN,Canada,1971,,8703.452103,7714.440855,,,,0.8863656355781981,,,,,,,,,,,
CAN,Canada,1972,,8911.687807,7955.102553,,,,0.8926594743087144,,,,,,,,,,,
CAN,Canada,1973,,9327.840043,8394.87944,,,,0.8999810675677128,,,,,,,,,,,
CAN,Canada,1974,,9671.956007,8712.936181,,,,0.9008453072671218,,,,,,,,,,,
CAN,Canada,1975,,9798.161508,8837.432744,,,,0.9019480579886764,,,,,,,,,,,
CAN,Canada,1976,,9852.579384,8924.6898,,,,0.9058226736536792,,,,,,,,,,,
CAN,Canada,1977,,10065.75562,9122.90254,,,,0.9063306208103629,,,,,,,,,,,
CAN,Canada,1978,,10352.58267,9364.855504,,,,0.9045912312429764,,,,,,,,,,,
CAN,Canada,1979,,10812.55995,9775.95578,,,,0.904129625658168,,,,,,,,,,,
CAN,Canada,1980,,11160.74901,10120.79134,,,,0.906820082678304,,,,,,,,,,,
CAN,Canada,1981,,11489.19488,10418.65996,,,,0.9068224596082404,,,,,,,,,,,
CAN,Canada,1982,,11110.40545,10030.73078,,,,0.9028231080441803,,,,,,,,,,,
CAN,Canada,1983,,11202.17996,10076.50238,,,,0.8995126320038158,,,,,,,,,,,
CAN,Canada,1984,,11484.27879,10314.23954,,,,0.8981181777806703,,,,,,,,,,,
CAN,Canada,1985,,11885.6674,10651.72507,,,,0.8961823271278818,,,,,,,,,,,
CAN,Canada,1986,,12228.63834,11003.95876,,,,0.8998515169105901,,,,,,,,,,,
CAN,Canada,1987,,12599.20343,11349.7056,,,,0.9008272358691489,,,,,,,,,,,
CAN,Canada,1988,,13021.75867,11742.47625,,,,0.9017580917893021,,,,,,,,,,,
CAN,Canada,1989,,13334.26132,12027.44049,,,,0.9019952587819842,,,,,,,,,,,
CAN,Canada,1990,,13410.49204,12090.54154,50296.678,,,0.9015732982754897,,,10.825694310169272,,,,,,,,
CAN,Canada,1991,,13179.62762,11835.73329,50486.547,,,0.8980324506315605,,,10.829462183734119,,,0.0037678735648469797,,,,,
CAN,Canada,1992,,13050.58652,11678.7716,51223.562,,,0.8948848070622959,,,10.843954900482712,,,0.014492716748593537,,,,,
CAN,Canada,1993,,13156.75541,11697.20133,51112.61,,,0.8890642841250478,,,10.841786516786014,,,-0.0021683836966985837,,,,,
CAN,Canada,1994,,13413.35755,11916.88363,50531.712,,,0.888434054305814,,,10.830356378574864,,,-0.01143013821114991,,,,,
CAN,Canada,1995,,13626.07563,12136.0228,50418.618,,,0.890646957314738,,,10.828115790608225,,,-0.0022405879666393957,,,,,
CAN,Canada,1996,,13766.67369,12180.56036,50865.853,,,0.8847860154372555,,,10.836947112968293,,,0.008831322360068228,,,,,
CAN,Canada,1997,1031214.922,14036.08,12384.365,52423.11,83.26748460659873,73.4688689434657,0.882323625969644,4.422058132112816,4.296861764705813,10.867102803618105,,,0.030155690649811717,100.00000000000001,100.0,100.0,2.2204460492503128e-16,0.0
CAN,Canada,1998,1070128.107,14352.05,12630.865,53303.15,84.72326376697083,74.5627354280399,0.8800739267212698,4.4393902247127155,4.311640857312193,10.883750707844781,0.017332092599899873,0.014779092606380217,0.016647904226676502,101.74831648542045,101.67872527974771,101.48888434013588,0.000684188373223178,-0.0018688116202965849
CAN,Canada,1999,1125704.932,14729.22,13017.845,53736.393,86.4739849030312,76.4266493405625,0.8838108874740143,4.459843616136597,4.3363314487093865,10.891845760452783,0.020453391423881584,0.024690591397193096,0.008095052608002362,103.85084323320409,102.50516041493901,104.02589619199505,0.013042527189102543,0.014726727168894102
CAN,Canada,2000,1185399.587,15065.465,13445.885,55365.75,88.16077089756457,78.6832392495021,0.8924971781488324,4.479162089667242,4.365430162595898,10.921716450504828,0.019318473530645086,0.029098713886511085,0.02987069005204468,105.87658713852643,105.6132495763794,107.09738747992549,0.0024903106677026366,0.01395475100336068
CAN,Canada,2001,1204897.752,15204.855,13676.245,55137.869,88.10150388502107,79.24427769945851,0.8994656640921601,4.478489603000992,4.372535204465368,10.917592036750811,-0.0006724866662501938,0.007105041869470696,-0.004124413754016842,105.80541048076677,105.17855388587209,107.86102854045158,0.005942237755469394,0.025184206626847498
CAN,Canada,2002,1243698.395,15579.245,14015.505,54693.461,88.73732305757089,79.83046643146058,0.899626714901781,4.485680579365161,4.379905216449865,10.909499438302635,0.007190976364168655,0.007370011984496827,-0.008092598448175892,106.56899686211811,104.33082089177846,108.65890217105444,0.021225812567813584,0.04064681705952097
CAN,Canada,2003,1267637.734,15917.695,14326.515,54710.38,88.48193255652194,79.63701616345834,0.9000370342565303,4.48279837926834,4.377479011937833,10.909808732747514,-0.0028822000968204975,-0.0024262045120320153,0.00030929444487881597,106.26228590254541,104.36309482592692,108.39559300244439,0.018034318026114913,0.03791131810260956
CAN,Canada,2004,1309324.133,16179.225,14620.74,55892.446,89.55252148660054,80.92625777810741,0.9036736926521511,4.494825285414617,4.393538342207526,10.931184515843588,0.012026906146276772,0.01605933026969275,0.02137578309607413,107.54800857705234,106.61795151031659,110.15040648084589,0.008685441076317194,0.032594865276228485
CAN,Canada,2005,1350106.004,16426.295,14837.86,57506.9,90.99061481911811,82.1917543791829,0.9032992528138575,4.510756367342343,4.4090549853418075,10.959660219586018,0.015931081927726076,0.015516643134281694,0.028475703742429914,109.27508528570027,109.69761236981165,111.8729001292091,-0.003859180738385997,0.019635804668080792
CAN,Canada,2006,1388010.517,16672.89,15103.8,59258.083,91.89809961731486,83.24954563965815,0.9058897407707962,4.520680350337329,4.421842671063775,10.989657471633679,0.009923982994986424,0.012787685721967534,0.029997252047660794,110.36492822077176,113.03809140663331,113.31268173424405,-0.023932449791060198,0.0024262383423877083
CAN,Canada,2007,1415693.948,17006.56,15408.8,60840.573,91.87567805409897,83.24399220065669,0.9060503711508969,4.520436337686436,4.421775960498602,11.016012164474835,-0.00024401265089313284,-6.67105651732669e-05,0.026354692841156435,110.3380010674876,116.05677915713115,113.30512283333633,-0.050531155283109815,-0.023995165063941958
CAN,Canada,2008,1431093.601,17249.955,15646.98,61908.661,91.46132998188789,82.96216430709529,0.9070736706269668,4.515916259802377,4.418384652142872,11.03341536810946,-0.0045200778840595035,-0.003391308355729983,0.01740320363462544,109.84039017631117,118.09421646292998,112.92152104714542,-0.07245443680179499,-0.04478967705429728
CAN,Canada,2009,1386728.892,16999.685,15379.26,62311.323,90.1687657273497,81.57379927922193,0.9046791161130338,4.50168308913322,4.401508123146072,11.039898437859803,-0.01423317066915697,-0.016876528996800033,0.006483069750341741,108.28808646418996,118.8623166385968,111.03178863688916,-0.09317067722129321,-0.06814927580143963
CAN,Canada,2010,1432567.554,17372.215,15757.325,62422.417,90.91438768953486,82.46314899971017,0.9070417905834115,4.509918269071335,4.412351514758555,11.041679736638711,0.008235179938115067,0.010843391612483266,0.0017812987789085355,109.18354039282477,119.07423462667496,112.24230097126659,-0.08671679606208689,-0.059087182967864874
CAN,Canada,2011,1480361.406,17651.855,16047.56,63173.717,92.24837956673787,83.86435340648335,0.9091146511230689,4.52448471709414,4.429200653184168,11.053643623383769,0.014566448022804934,0.016849138425612864,0.01196388674505755,110.7855965657781,120.50738119123406,114.14950932621133,-0.08411423478433952,-0.05420193128730891
CAN,Canada,2012,1508982.119,17873.36,16287.865,63921.863,92.64456200981527,84.42632605173286,0.9112928402941585,4.528770257105039,4.4358792730091965,11.065416725822685,0.004285540010899425,0.006678619825028598,0.011773102438915828,111.26139146332929,121.93451132525315,114.91442193930999,-0.09160179721235587,-0.05929641390119692
CAN,Canada,2013,1547336.797,18116.63,16509.98,64599.0,93.72130051035798,85.40974767382234,0.9113162878526524,4.540325490094298,4.447460235660545,11.075954209774718,0.011555232989258535,0.011580962651348337,0.010537483952033355,112.55449945816042,123.22618783967592,116.25297748839056,-0.09058404817513076,-0.058252935201881136
CAN,Canada,2014,1591960.182,18166.715,16594.85,65442.989,95.93097750205636,87.63060256078218,0.913475551303579,4.56362894852105,4.473130281236999,11.08893464566141,0.023303458426751966,0.02567004557645447,0.012980435886692732,115.20820876874919,124.8361438304593,119.27582909737447,-0.08026102563507222,-0.04556332551211962
CAN,Canada,2015,1605072.061,18329.815,16757.805,65924.573,95.7805667866406,87.56618989335135,0.914237541404537,4.562059812485601,4.472394963319008,11.096266534143249,-0.001569136035448615,-0.0007353179179911962,0.007331888481838078,115.02757317476389,125.75479211363057,119.18815568092323,-0.08916205015235797,-0.05363053191194935
CAN,Canada,2016,1622178.307,18481.83,16904.86,64675.087,95.95928667850546,87.77151975751319,0.9146745749744478,4.563924004414326,4.474737071681568,11.077131352240801,0.0018641919287247788,0.0023421083625603245,-0.01913518190244723,115.24220664509055,123.37132802689491,119.46763441404467,-0.06816267632118589,-0.03215324164694154
CAN,Canada,2017,1672609.318,18897.075,17317.04,65726.977,96.58748365771517,88.5115457286379,0.9163873244933409,4.570449164063003,4.483133003715288,11.093264729023971,0.006525159648677281,0.008395932033719689,0.01613337678316995,115.9966391611893,125.37786674617334,120.47489909875644,-0.07777089345567952,-0.03989068639639153
CAN,Canada,2018,1720708.879,19249.0,17640.08,66959.594,97.54541243577125,89.39211798015481,0.9164153982025042,4.5803180381393025,4.493032512522558,11.11184464182359,0.009868874076299328,0.009899508807269974,0.018579912799618015,117.14706274199261,127.72915227654357,121.67346423822319,-0.08648193217899762,-0.04857109038873996
CAN,Canada,2019,1755298.469,19678.055,18051.265,67227.517,97.23963772068052,89.20081120822155,0.9173297360943446,4.5771784238206665,4.490890133807184,11.115837921864193,-0.0031396143186359637,-0.002142378715373816,0.0039932800406035085,116.77984291238519,128.24023031063956,121.41307262653191,-0.09361482653823676,-0.0547067491447167
CAN,Canada,2020,1669808.388,17716.895,16355.995,69662.78,102.09151983722177,94.24949394349292,0.9231863145319764,4.625869664299239,4.545945457013896,11.151421451248863,0.04869124047857287,0.05505532320671147,0.03558352938467024,122.60670575021943,132.88563002080548,128.2849393203779,-0.08050711544433473,-0.03523495532267589
CAN,Canada,2021,1769403.901,19179.56,17692.745,70001.671,100.00731378878744,92.25466595688326,0.9224791913891662,4.605243321201521,4.524552861119947,11.156274392175149,-0.02062634309771827,-0.02139259589394893,0.004852940926285854,120.10368063990026,133.532083464716,125.56973760937198,-0.10598639946833896,-0.06148049214291038
CAN,Canada,2022,1853017.737,20095.405,18601.45,69304.208,99.61684368691688,92.2110172449871,0.9256568852431689,4.6013312636149655,4.52407961631958,11.146260904835241,-0.003912057586555662,-0.0004732448003670342,-0.010013487339907812,119.63474597264644,132.201633974024,125.51032644308638,-0.09988496971498685,-0.05194024960337024
CAN,Canada,2023,1890003.445,20772.775,19299.7,69299.313,97.92916185225677,90.98463951012803,0.9290862679637168,4.584244379054771,4.510690695677102,11.146190271708942,-0.017086884560194804,-0.013388920642477764,-7.06331262989579e-05,117.60792620904527,132.19229648908635,123.84107829418298,-0.1169012211488828,-0.06525853711954847
FRA,France,1970,934585.6406,21261.0,16937.0,,55.180116939245444,43.95774613611778,0.7966229246037345,4.010602688019324,3.7832288574320794,,,,,66.49075912235153,,60.43625145968119,,
FRA,France,1971,984591.8234,21363.0,17167.0,,57.353749833983805,46.08864969339512,0.8035856387211534,4.049238226511693,3.8305667091323876,,0.038635538492369115,0.04733785170030824,,69.10993626877902,,63.36596998585757,,
FRA,France,1972,1024240.071,21497.0,17432.0,,58.75631430702157,47.645721309950225,0.8109038470484253,4.073398624815293,3.8637928319436132,,0.02416039830360006,0.03322612281122561,,70.79999387835242,,65.50674334278672,,
FRA,France,1973,1087481.544,21799.0,17831.0,,60.98825326678257,49.886762879031146,0.817973301527593,4.110681276232437,3.9097556946010688,,0.037282651417144486,0.04596286265745553,,73.48942847872951,,68.58788748018574,,
FRA,France,1974,1150507.856,22002.0,18117.0,,63.50432499862008,52.29105790382692,0.8234251431688029,4.15110801379374,3.9568253794703696,,0.04042673756130277,0.047069684869300854,,76.52123646928455,,71.89348413775473,,
FRA,France,1975,1134966.996,21832.0,18036.0,,62.92786626746507,51.98639593257604,0.8261267863686332,4.141989090519783,3.9509820676725838,,-0.009118923273956803,-0.005843311797785855,,75.82661708891234,,71.47461308263502,,
FRA,France,1976,1176840.56,22015.0,18286.0,,64.35746253964783,53.45630524642289,0.8306154894390189,4.164452895300465,3.978864595834982,,0.02246380478068133,0.027882528162398224,,77.54924738852866,,73.4955494754949,,
FRA,France,1977,1227875.686,22213.0,18540.0,,66.22846202804746,55.27734596857696,0.8346463782469725,4.19311031054596,4.012363167608184,,0.0286574152454957,0.033498571773201924,,79.80375831024698,,75.99924642714534,,
FRA,France,1978,1269079.899,22347.0,18722.0,,67.78548760816152,56.789721170626926,0.8377858325502304,4.216348124957741,4.039355344045045,,0.023237814411780633,0.02699217643686147,,81.67993796584086,,78.07856795854156,,
FRA,France,1979,1308092.307,22501.0,18906.0,,69.18926832751508,58.13485209546243,0.8402293231411937,4.236845768624846,4.062765347960845,,0.02049764366710516,0.023410003915799393,,83.37146112397238,,79.9279501031087,,
FRA,France,1980,1336641.053,22608.0,19052.0,,70.15751905311778,59.1224811128804,0.8427105449398443,4.250742986166151,4.079611243162594,,0.013897217541305018,0.016845895201749173,,84.53818075664324,,81.2858130713492,,
FRA,France,1981,1353677.782,22593.0,19085.0,,70.92888561697667,59.91580498384455,0.8447306687912185,4.2616777640652925,4.092940326475162,,0.010934777899141324,0.013329083312568102,,85.46765954787246,,82.37653143543662,,
FRA,France,1982,1385133.561,22656.0,19218.0,,72.07480284108648,61.13760421080509,0.8482521186440678,4.277704508051928,4.113127130395695,,0.01602674398663506,0.020186803920532626,,86.84846318419548,,84.05634834609391,,
FRA,France,1983,1403122.195,22638.0,19244.0,,72.9121905528996,61.98083730894955,0.8500750949730541,4.289255847982282,4.126825261609261,,0.011551339930354843,0.013698131213566,,87.85749592509174,,85.21568548318866,,
FRA,France,1984,1426690.442,22528.0,19198.0,,74.31453495155746,63.32965385298296,0.8521839488636364,4.3083065577808,4.148353684746513,,0.01905070979851775,0.02152842313725234,,89.54728835014951,,87.07013488047481,,
FRA,France,1985,1448493.868,22487.0,19226.0,,75.34036554665558,64.41472263974741,0.8549828789967536,4.32201605421198,4.165342219400909,,0.013709496431180135,0.01698853465439587,,90.7833903880286,,88.5619650085456,,
FRA,France,1986,1479282.028,22601.0,19377.0,,76.34215967384011,65.45206088226185,0.8573514446263439,4.335225337116558,4.181317979748058,,0.01320928290457779,0.01597576034714887,,91.9905290404195,,89.98817177263251,,
FRA,France,1987,1511311.695,22805.0,19619.0,,77.03306463122483,66.27106752905065,0.8602937952203464,4.344234740478381,4.1937534147534095,,0.009009403361822876,0.012435435005351714,,92.82305346490533,,91.11420065271216,,
FRA,France,1988,1579898.701,23030.0,19876.0,,79.48775915677199,68.60176730351715,0.8630481980026053,4.3756030369344545,4.228318296841935,,0.03136829645607353,0.03456488208852537,,95.7809033476233,,94.31861329958679,,
FRA,France,1989,1653813.309,23434.0,20330.0,,81.34841657648795,70.57324012119143,0.8675428864043697,4.398741369142337,4.256651037536629,,0.02313833220788286,0.028332740694693825,,98.02295231681568,,97.02913504894897,,
FRA,France,1990,1702547.193,23650.0,20616.0,45417.772,82.58377924912689,71.98931048625792,0.8717124735729387,4.413813284113205,4.276517642525326,10.723658761175905,0.015071914970867795,0.019866604988697745,,99.51153564087093,,98.97604980665176,,
FRA,France,1991,1724597.561,23711.0,20781.0,45943.63,82.98915167701266,72.73407114841213,0.8764286618025389,4.4187098965676626,4.2868099287914,10.735170489229448,0.004896612454457383,0.010292286266073702,0.01151172805354328,99.99999999999999,100.0,100.0,-1.1102230246251565e-16,0.0
FRA,France,1992,1755834.964,23571.0,20772.0,46460.651,84.52893144617754,74.49132255737983,0.8812523864070256,4.437093859741542,4.31068264286182,10.746361018279611,0.01838396317387936,0.023872714070419576,0.011190529050162823,101.85539885400635,101.12533772364083,102.4159948442623,0.007193434123716038,0.012682185020257081
FRA,France,1993,1750536.173,23342.0,20672.0,46993.229,84.68150991679566,74.99512351126724,0.885613914831634,4.438897276962629,4.317423091572659,10.757758806484219,0.0018034172210867894,0.006740448710838898,0.011397788204607906,102.03925236682684,102.28453650701962,103.10865640703858,-0.0024009368598048204,0.008024845526487396
FRA,France,1994,1786727.86,23471.0,20897.0,47189.503,85.50164425515625,76.12491414937583,0.8903327510544928,4.44853560681226,4.332375598270815,10.761926752772622,0.009638329849630978,0.014952506698156398,0.004167946288403002,103.0274951934947,102.71174262895633,104.66197333302678,0.0030694467014223716,0.018809405936241304
FRA,France,1995,1830783.584,23712.0,21219.0,47889.155,86.28038946227437,77.20915924426451,0.8948633603238867,4.457602335445334,4.3465180930536205,10.776644348578774,0.009066728633074561,0.014142494782805493,0.014717595806152062,103.96586507845142,104.23459138949185,106.15267099062979,-0.0025814204716545627,0.018234304912894087
FRA,France,1996,1857632.677,23852.0,21431.0,48033.281,86.67970122719424,77.88163160321986,0.8984990776454804,4.462219729813974,4.355190130505654,10.779649403797745,0.004617394368639616,0.008672037452033265,0.0030050552189706536,104.44702647949086,104.54829320190852,107.07723405761827,-0.0009690813219851802,0.02390128714595679
FRA,France,1997,1904333.283,24040.0,21673.0,48568.269,87.86662127993355,79.21519480033278,0.9015391014975042,4.475819997419141,4.372168133958398,10.790725695421187,0.01360026760516675,0.016978003452744694,0.011076291623442813,105.8772375718499,105.7127375438118,108.9107120632586,0.0015548946597380216,0.029802998975258833
FRA,France,1998,1971375.452,24463.0,22141.0,49318.756,89.03732676934195,80.58600547766014,0.9050811429505784,4.489055683710463,4.389325005127842,10.806059733926922,0.013235686291322324,0.0171568711694432,0.015334038505734782,107.28791049204638,107.34623276393265,110.79540056712393,-0.0005434575546738627,0.031625831638967004
FRA,France,1999,2038748.031,25058.0,22753.0,50404.58,89.60348222212455,81.36116334104877,0.908013408891372,4.495394183311907,4.398898050323536,10.82783732294663,0.00633849960144417,0.009573045195694796,0.021777589019707833,107.97011466131664,109.70961589234453,111.86114300550187,-0.015982546972937817,0.01942128781495363
FRA,France,2000,2122933.767,25690.0,23398.0,50645.173,90.7314200786392,82.63658104320747,0.9107824056052939,4.507903714757929,4.414452452261546,10.83259920404951,0.01250953144602196,0.015554401938009832,0.004761881102879784,109.32925357733365,110.2332858766276,113.61467842847614,-0.008234896629795742,0.030213808650084488
FRA,France,2001,2162884.725,26059.0,23796.0,50963.945,90.89278555219364,82.99952895352854,0.9131586016347519,4.509680631171161,4.4188349325218015,10.838873700907532,0.001776916413231966,0.004382480260255228,0.006274496858022616,109.52369522457744,110.92711873223764,114.1136851588714,-0.01273247707458643,0.028321792052316552
FRA,France,2002,2185131.706,26188.0,23934.0,52339.283,91.29822453413553,83.4401903925462,0.9139300442950969,4.514131340907297,4.4241300924797775,10.865502477098445,0.004450709736135927,0.005295159957976026,0.026628776190912973,110.01223977979814,113.92065232982243,114.71953800343238,-0.03491054352936282,0.0069881758193794255
FRA,France,2003,2204674.45,26197.0,23944.0,52766.169,92.07628007016372,84.1575161278009,0.9139977860060312,4.522617364707081,4.4326902348632835,10.873625525697262,0.008486023799783915,0.008560142383505998,0.008123048598816851,110.94977862711197,114.84980398806096,115.70576869824804,-0.03454756832839673,0.007425269604068942
FRA,France,2004,2272449.282,26232.0,23958.0,53626.317,94.85137665915353,86.62889913083258,0.9133119853613907,4.552311210341626,4.461633468108418,10.889795215369299,0.029693845634545468,0.02894323324513426,0.01616968967203647,114.29370555359783,116.72198518053528,119.1036027037018,-0.021023412365887666,0.02019881317716686
FRA,France,2005,2312012.207,26413.0,24103.0,54272.509,95.92217595320085,87.53311653352516,0.9125430659145118,4.563537195545368,4.472017196428957,10.901773097792736,0.011225985203741295,0.01038372832053902,0.011977882423437336,115.58399382912422,118.12847395819607,120.34678542180862,-0.02177530958558313,0.018604659074267952
FRA,France,2006,2375155.869,26702.0,24365.0,54878.616,97.48228479376154,88.95048569395551,0.9124784660325069,4.579670667072412,4.488079874399978,10.91287904342288,0.01613347152704403,0.016062677971021344,0.011105945630143665,117.46388874193464,119.44771451450404,122.29548585621473,-0.016747783688683068,0.023561391415145936
FRA,France,2007,2438099.207,27089.0,24729.0,55079.217,98.59271329208622,90.00329310790357,0.9128797666949684,4.590997357174745,4.499846259748682,10.916527737055272,0.011326690102333004,0.011766385348703778,0.003648693632392508,118.80192928806093,119.88433869940177,123.74296074291512,-0.009069787218742317,0.03167908313145714
FRA,France,2008,2453527.663,27228.0,24848.0,54973.952,98.7414545637476,90.11046213456737,0.9125899809020126,4.5925048639734545,4.501036274794081,10.914614752030706,0.0015075067987098123,0.001190015045398951,-0.0019129850245658275,118.98115906527359,119.65522097405014,123.89030438114641,-0.005649295395466599,0.034782083201422336
FRA,France,2009,2389255.392,26922.0,24529.0,56721.996,97.40533213746993,88.74732159572098,0.9111135874006389,4.578880953887936,4.48579324869698,10.945917350995868,-0.013623910085518887,-0.015243026097101264,0.031302598965162076,117.37116257865115,123.45997910918231,122.01616133192131,-0.05057580444614812,-0.011763541860840809
FRA,France,2010,2432131.56,26948.0,24489.0,57867.381,99.3152664461595,90.25276681015289,0.9087501855425264,4.598299299880363,4.502614253919278,10.965909136934131,0.019418345992427533,0.016821005222298346,0.019991785938263007,119.67258905439449,125.9530015368834,124.08595502098912,-0.05114924439198369,-0.01493432257680573
FRA,France,2011,2493773.17,27156.0,24601.0,57763.65,101.3687724076257,91.83138790690823,0.9059139784946236,4.618765079304465,4.5199541553836795,10.96411496409092,0.020465779424101882,0.017339901464401564,-0.0017941728432120385,122.14701603668043,125.72722268571279,126.25635614364072,-0.028889292124669657,0.0041997517308082506
FRA,France,2012,2503672.588,27253.0,24611.0,58139.541,101.72981951160051,91.86777925366015,0.9030565442336623,4.622320470613584,4.520350361286956,10.97060127934486,0.0035553913091188605,0.00039620590327693606,0.006486315253940944,122.58206941013817,126.54537963151789,126.30638956838554,-0.03182021606949145,-0.0018903576198566578
